Item,Part,Quest,Gender,Edu,Time,Score,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR2b_66,17,SR2b,uomo,magistrale,862,1,146,583,"Donato ha fatto rimuovere un neo da un chirurgo. È stata una procedura facile. Tuttavia, l'operazione è stata un successo quel giorno",IMPLAUS_CONN,successo,SC3
SR2b_66,16,SR2b,donna,Diploma_scuola,1142,5,146,583,"Donato ha fatto rimuovere un neo da un chirurgo. È stata una procedura facile. Tuttavia, l'operazione è stata un successo quel giorno",IMPLAUS_CONN,successo,SC3
SR2b_67,16,SR2b,donna,Diploma_scuola,1142,3,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche,SC4
SR2b_67,17,SR2b,uomo,magistrale,862,2,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche,SC4
SR2b_67,19,SR2b,uomo,Diploma_IB,892,2,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche,SC4
SR2b_67,18,SR2b,uomo,Diploma_scuola,1027,2,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche,SC4
SR2b_67,20,SR2b,uomo,Diploma_scuola,543,5,147,588,"Il sindaco era incredibilmente popolare in città. Ha ricevuto molte lettere di ringraziamento. Tuttavia, era circondato dalle critiche tutto il tempo.",PLAUS_CONN,critiche,SC4
SR2b_68,19,SR2b,uomo,Diploma_IB,892,6,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste,SC1
SR2b_68,18,SR2b,uomo,Diploma_scuola,1027,6,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste,SC1
SR2b_68,17,SR2b,uomo,magistrale,862,7,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste,SC1
SR2b_68,16,SR2b,donna,Diploma_scuola,1142,6,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste,SC1
SR2b_68,20,SR2b,uomo,Diploma_scuola,543,7,148,589,Diana si è divertita tanto la prima volta che è andata a sciare. Si è innamorata di questo sport. In questi giorni va sulle piste il più spesso possibile.,PLAUS_NOCONN,piste,SC1
SR2b_69,19,SR2b,uomo,Diploma_IB,892,2,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine,SC2
SR2b_69,20,SR2b,uomo,Diploma_scuola,543,4,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine,SC2
SR2b_69,16,SR2b,donna,Diploma_scuola,1142,2,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine,SC2
SR2b_69,17,SR2b,uomo,magistrale,862,1,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine,SC2
SR2b_69,18,SR2b,uomo,Diploma_scuola,1027,1,149,594,Giovanna pulisce la sua casa ogni giorno. Ha anche addetti alle pulizie che vengono regolarmente. La sua cucina era in disordine tutto il tempo.,IMPLAUS_NOCONN,disordine,SC2
SR2b_70,17,SR2b,uomo,magistrale,862,2,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri,SC3
SR2b_70,20,SR2b,uomo,Diploma_scuola,543,4,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri,SC3
SR2b_70,18,SR2b,uomo,Diploma_scuola,1027,6,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri,SC3
SR2b_70,16,SR2b,donna,Diploma_scuola,1142,5,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri,SC3
SR2b_70,19,SR2b,uomo,Diploma_IB,892,6,150,599,"Il proprietario della casa si era appena trasferito. Ha visto delle persone sospette fuori dal suo garage. Tuttavia, ha chiamato i carabinieri perché venissero a controllare.",IMPLAUS_CONN,carabinieri,SC3
SR2b_71,19,SR2b,uomo,Diploma_IB,892,2,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato,SC4
SR2b_71,18,SR2b,uomo,Diploma_scuola,1027,2,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato,SC4
SR2b_71,16,SR2b,donna,Diploma_scuola,1142,3,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato,SC4
SR2b_71,17,SR2b,uomo,magistrale,862,5,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato,SC4
SR2b_71,20,SR2b,uomo,Diploma_scuola,543,4,151,604,"Il tetto aveva avuto una falla in cucina. La pioggia si è fatta intensa durante la settimana. Tuttavia, il gocciolamento è cessato molto presto.",PLAUS_CONN,cessato,SC4
SR2b_72,17,SR2b,uomo,magistrale,862,7,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato,SC1
SR2b_72,16,SR2b,donna,Diploma_scuola,1142,6,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato,SC1
SR2b_72,18,SR2b,uomo,Diploma_scuola,1027,4,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato,SC1
SR2b_72,19,SR2b,uomo,Diploma_IB,892,2,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato,SC1
SR2b_72,20,SR2b,uomo,Diploma_scuola,543,7,152,605,L'amico di Johnny lo ha invitato a una festa del Superbowl. Johnny ha indossato un casco da football. Tutti pensavano che il suo look fosse appropriato per l'occasione.,PLAUS_NOCONN,appropriato,SC1
SR2b_73,16,SR2b,donna,Diploma_scuola,1142,3,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare,SC2
SR2b_73,18,SR2b,uomo,Diploma_scuola,1027,2,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare,SC2
SR2b_73,20,SR2b,uomo,Diploma_scuola,543,1,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare,SC2
SR2b_73,17,SR2b,uomo,magistrale,862,1,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare,SC2
SR2b_73,19,SR2b,uomo,Diploma_IB,892,2,153,610,Luca è poco socievole. Resta sempre a casa dopo il lavoro. Ha passato ogni fine settimana a festeggiare da qualche parte.,IMPLAUS_NOCONN,festeggiare,SC2
SR2b_74,19,SR2b,uomo,Diploma_IB,892,7,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici,SC3
SR2b_74,20,SR2b,uomo,Diploma_scuola,543,4,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici,SC3
SR2b_74,18,SR2b,uomo,Diploma_scuola,1027,7,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici,SC3
SR2b_74,17,SR2b,uomo,magistrale,862,1,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici,SC3
SR2b_74,16,SR2b,donna,Diploma_scuola,1142,5,154,615,"Elena ha estratto i denti del giudizio dal dentista. La sua bocca era molto dolorante dopo. Tuttavia, il dottore le ha dato degli antidolorifici da prendere.",IMPLAUS_CONN,antidolorifici,SC3
SR2b_75,18,SR2b,uomo,Diploma_scuola,1027,1,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose,SC4
SR2b_75,17,SR2b,uomo,magistrale,862,2,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose,SC4
SR2b_75,20,SR2b,uomo,Diploma_scuola,543,4,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose,SC4
SR2b_75,19,SR2b,uomo,Diploma_IB,892,1,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose,SC4
SR2b_75,16,SR2b,donna,Diploma_scuola,1142,3,155,620,"Cristiano stava andando a trovare la sua ragazza per San Valentino. Sapeva che era allergica ai fiori. Tuttavia, aveva comprato delle rose per lei.",PLAUS_CONN,rose,SC4
SR2b_76,16,SR2b,donna,Diploma_scuola,1142,7,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie,SC1
SR2b_76,17,SR2b,uomo,magistrale,862,7,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie,SC1
SR2b_76,20,SR2b,uomo,Diploma_scuola,543,6,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie,SC1
SR2b_76,18,SR2b,uomo,Diploma_scuola,1027,4,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie,SC1
SR2b_76,19,SR2b,uomo,Diploma_IB,892,7,156,621,Luca era un pittore. Gli piaceva imparare dal lavoro di altre persone. Ha trascorso la maggior parte del suo tempo in gallerie e musei d'arte.,PLAUS_NOCONN,gallerie,SC1
SR2b_77,20,SR2b,uomo,Diploma_scuola,543,4,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre,SC2
SR2b_77,18,SR2b,uomo,Diploma_scuola,1027,3,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre,SC2
SR2b_77,17,SR2b,uomo,magistrale,862,1,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre,SC2
SR2b_77,19,SR2b,uomo,Diploma_IB,892,3,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre,SC2
SR2b_77,16,SR2b,donna,Diploma_scuola,1142,2,157,626,Carlo aveva problemi al cuore. Il dottore ha raccomandato di limitare gli esercizi fisici intensi. Ha iniziato a correre quasi tutti i giorni.,IMPLAUS_NOCONN,correre,SC2
SR3a_01,24,SR3a,uomo,magistrale,762,7,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso,SC3
SR3a_01,25,SR3a,donna,triennale,1642,5,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso,SC3
SR3a_01,22,SR3a,donna,Diploma_scuola,904,6,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso,SC3
SR3a_01,21,SR3a,uomo,Diploma_scuola,1165,2,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso,SC3
SR3a_01,23,SR3a,uomo,Diploma_scuola,1025,6,1,3,"Olivia aveva comprato un pastore tedesco. Il cane era imprevedibile e violento. Tuttavia, le ha morso la mano.",IMPLAUS_CONN,morso,SC3
SR3a_02,25,SR3a,donna,triennale,1642,5,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso,SC4
SR3a_02,22,SR3a,donna,Diploma_scuola,904,6,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso,SC4
SR3a_02,23,SR3a,uomo,Diploma_scuola,1025,3,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso,SC4
SR3a_02,24,SR3a,uomo,magistrale,762,4,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso,SC4
SR3a_02,21,SR3a,uomo,Diploma_scuola,1165,5,2,8,"Claudio era tornato di corsa al ristorante. Grazie al cielo ha trovato il suo portafoglio sotto il tavolo. Tuttavia, si è sentito incredibilmente teso tutto il giorno.",PLAUS_CONN,teso,SC4
SR3a_03,24,SR3a,uomo,magistrale,762,6,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte,SC1
SR3a_03,22,SR3a,donna,Diploma_scuola,904,7,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte,SC1
SR3a_03,25,SR3a,donna,triennale,1642,7,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte,SC1
SR3a_03,23,SR3a,uomo,Diploma_scuola,1025,6,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte,SC1
SR3a_03,21,SR3a,uomo,Diploma_scuola,1165,4,3,9,Carlotta ha spinto il carrello della spesa sopra le buche. Le uova sono state sballottate nella borsa. Si sono rotte nel loro cartone.,PLAUS_NOCONN,rotte,SC1
SR3a_04,21,SR3a,uomo,Diploma_scuola,1165,3,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello,SC2
SR3a_04,22,SR3a,donna,Diploma_scuola,904,1,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello,SC2
SR3a_04,25,SR3a,donna,triennale,1642,3,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello,SC2
SR3a_04,24,SR3a,uomo,magistrale,762,3,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello,SC2
SR3a_04,23,SR3a,uomo,Diploma_scuola,1025,3,4,14,La giornata era stata alquanto nuvolosa. All'improvviso uscì il sole. Sheila tirò fuori l'ombrello dalla borsa.,IMPLAUS_NOCONN,ombrello,SC2
SR3a_05,24,SR3a,uomo,magistrale,762,5,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato,SC3
SR3a_05,23,SR3a,uomo,Diploma_scuola,1025,6,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato,SC3
SR3a_05,21,SR3a,uomo,Diploma_scuola,1165,2,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato,SC3
SR3a_05,25,SR3a,donna,triennale,1642,6,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato,SC3
SR3a_05,22,SR3a,donna,Diploma_scuola,904,6,5,19,"Guglielmo era a casa. Si era completamente dimenticato di dare da mangiare al gatto. Tuttavia, il gatto era affamato alla fine della settimana.",IMPLAUS_CONN,affamato,SC3
SR3a_06,23,SR3a,uomo,Diploma_scuola,1025,1,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò,SC4
SR3a_06,21,SR3a,uomo,Diploma_scuola,1165,6,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò,SC4
SR3a_06,24,SR3a,uomo,magistrale,762,3,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò,SC4
SR3a_06,22,SR3a,donna,Diploma_scuola,904,3,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò,SC4
SR3a_06,25,SR3a,donna,triennale,1642,3,6,24,"La donna cieca era stata operata. Il dottore era molto deluso dai risultati. Tuttavia, la sua vista migliorò il giorno successivo.",PLAUS_CONN,migliorò,SC4
SR3a_07,25,SR3a,donna,triennale,1642,7,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito,SC1
SR3a_07,23,SR3a,uomo,Diploma_scuola,1025,7,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito,SC1
SR3a_07,24,SR3a,uomo,magistrale,762,6,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito,SC1
SR3a_07,22,SR3a,donna,Diploma_scuola,904,6,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito,SC1
SR3a_07,21,SR3a,uomo,Diploma_scuola,1165,6,7,25,Il cane correva in una strada trafficata. L'auto stava accelerando e lo ha investito. Il cane si è ferito gravemente.,PLAUS_NOCONN,ferito,SC1
SR3a_08,23,SR3a,uomo,Diploma_scuola,1025,1,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato,SC2
SR3a_08,24,SR3a,uomo,magistrale,762,3,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato,SC2
SR3a_08,25,SR3a,donna,triennale,1642,3,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato,SC2
SR3a_08,22,SR3a,donna,Diploma_scuola,904,1,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato,SC2
SR3a_08,21,SR3a,uomo,Diploma_scuola,1165,3,8,30,Elisabetta ha avuto un esame di storia lunedì. Ha fatto il test e l'ha fallito. È tornata a casa e ha festeggiato tutta la sera.,IMPLAUS_NOCONN,festeggiato,SC2
SR3a_09,22,SR3a,donna,Diploma_scuola,904,7,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito,SC3
SR3a_09,24,SR3a,uomo,magistrale,762,6,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito,SC3
SR3a_09,25,SR3a,donna,triennale,1642,5,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito,SC3
SR3a_09,21,SR3a,uomo,Diploma_scuola,1165,5,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito,SC3
SR3a_09,23,SR3a,uomo,Diploma_scuola,1025,7,9,35,"La star di Broadway ha avuto un assolo nel musical. Ha cantato il pezzo magnificamente. Tuttavia, il pubblico ha applaudito molto energicamente.",IMPLAUS_CONN,applaudito,SC3
SR3a_10,21,SR3a,uomo,Diploma_scuola,1165,2,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata,SC4
SR3a_10,22,SR3a,donna,Diploma_scuola,904,3,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata,SC4
SR3a_10,25,SR3a,donna,triennale,1642,3,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata,SC4
SR3a_10,24,SR3a,uomo,magistrale,762,2,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata,SC4
SR3a_10,23,SR3a,uomo,Diploma_scuola,1025,1,10,40,"Caterina ha avuto un esame martedì. Ha ricevuto il voto più alto. Tuttavia, era davvero frustrata per il risultato.",PLAUS_CONN,frustrata,SC4
SR3a_11,22,SR3a,donna,Diploma_scuola,904,7,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati,SC1
SR3a_11,23,SR3a,uomo,Diploma_scuola,1025,7,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati,SC1
SR3a_11,25,SR3a,donna,triennale,1642,6,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati,SC1
SR3a_11,24,SR3a,uomo,magistrale,762,7,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati,SC1
SR3a_11,21,SR3a,uomo,Diploma_scuola,1165,6,11,41,I funzionari della città sono stati portati in tribunale. Il giudice si è pronunciato contro di loro. Sono stati imprigionati immediatamente.,PLAUS_NOCONN,imprigionati,SC1
SR3a_12,21,SR3a,uomo,Diploma_scuola,1165,6,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici,SC2
SR3a_12,22,SR3a,donna,Diploma_scuola,904,4,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici,SC2
SR3a_12,23,SR3a,uomo,Diploma_scuola,1025,2,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici,SC2
SR3a_12,25,SR3a,donna,triennale,1642,5,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici,SC2
SR3a_12,24,SR3a,uomo,magistrale,762,4,12,46,Silvia e Franco stavano giocando d'azzardo al casinò. Nessuno dei due vinse al blackjack. Erano entrambi felici quella notte.,IMPLAUS_NOCONN,felici,SC2
SR3a_13,24,SR3a,uomo,magistrale,762,5,13,51,"Alice è andata in campeggio durante le vacanze. È stata morsa dalle zanzare. Tuttavia, ha iniziato a sentire prurito dappertutto.",IMPLAUS_CONN,prurito,SC3
SR3a_13,25,SR3a,donna,triennale,1642,5,13,51,"Alice è andata in campeggio durante le vacanze. È stata morsa dalle zanzare. Tuttavia, ha iniziato a sentire prurito dappertutto.",IMPLAUS_CONN,prurito,SC3
SR3a_13,23,SR3a,uomo,Diploma_scuola,1025,6,13,51,"Alice è andata in campeggio durante le vacanze. È stata morsa dalle zanzare. Tuttavia, ha iniziato a sentire prurito dappertutto.",IMPLAUS_CONN,prurito,SC3
