"","ITEM_ID","SENT_ID","SENTENCE","ConditionEvenSo","ConditionHowever","PlausibilityEvenSo","PlausibilityHowever","Connective","TARGET_WORD","gpt2_target_surprisal","distilgpt2_target_surprisal","gptneo_target_surprisal","gpt2_however_target_surprisal","distilgpt2_however_target_surprisal","gptneo_however_target_surprisal","gptneo_len_tokens"
"256",64,255,"Marge wanted to dye her hair. The hairdresser did a nice job. Even so, Marge was displeased with her. ","PLAUS_CONN","PLAUS_CONN","1","1","1","displeased",6.96,7.14,6.43,6.68,6.72,6.11,30
"257",65,256,"Alice was walking home from work at night. A stranger was following her. She felt nervous the whole way. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","nervous",7.23,8.22,6.68,7.23,8.22,6.68,23
"258",65,257,"Alice was walking home from work at night. Her boyfriend was with her. She felt nervous the whole way. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","nervous",7.57,7.89,5.18,7.57,7.89,5.18,23
"259",65,258,"Alice was walking home from work at night. A stranger was following her. Even so, she felt nervous the whole way. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","nervous",7.38,7.89,8.02,8.39,8.72,9.02,26
"260",65,259,"Alice was walking home from work at night. Her boyfriend was with her. Even so, she felt nervous the whole way. ","PLAUS_CONN","PLAUS_CONN","1","1","1","nervous",7.69,8.1,5.47,7.74,8.21,6.58,26
"261",66,260,"Andy wanted to get healthy. He started lifting weights at the gym. He got muscular that winter. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","muscular",11.4,10.66,9.99,11.4,10.66,9.99,21
"262",66,261,"Andy had started feeling lazy. He stopped lifting weights at the gym. He got muscular that winter. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","muscular",14.35,13.22,15.85,14.35,13.22,15.85,21
"263",66,262,"Andy wanted to get healthy. He started lifting weights at the gym. Even so, he got muscular that winter. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","muscular",11.54,10.4,10.95,12.24,10.79,13.15,24
"264",66,263,"Andy had started feeling lazy. He stopped lifting weights at the gym. Even so, he got muscular that winter. ","PLAUS_CONN","PLAUS_CONN","1","1","1","muscular",12.77,12.25,13.2,13.07,12.55,14.99,24
"265",67,264,"Harvey had always used a safety razor. He was sloppy with it this morning. His face was bleeding afterwards. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","bleeding",7.61,8.6,8.67,7.61,8.6,8.67,24
"266",67,265,"Harvey had always used a safety razor. He was very careful with it this morning. His face was bleeding afterwards. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","bleeding",8.15,9.27,11.13,8.15,9.27,11.13,25
"267",67,266,"Harvey had always used a safety razor. He was sloppy with it this morning. Even so, his face was bleeding afterwards. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","bleeding",8.97,9.71,9.49,9.19,10.28,9.44,27
"268",67,267,"Harvey had always used a safety razor. He was very careful with it this morning. Even so, his face was bleeding afterwards. ","PLAUS_CONN","PLAUS_CONN","1","1","1","bleeding",8.73,10.06,8.42,7.86,9.55,7.95,28
"269",68,268,"Judy hurried to catch the bus. She was out of shape. She was winded getting on. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","winded",9.08,9.52,8.11,9.08,9.52,8.11,22
"270",68,269,"Judy hurried to catch the bus. She was in excellent shape. She was winded getting on. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","winded",8.4,8.68,8.19,8.4,8.68,8.19,22
"271",68,270,"Judy hurried to catch the bus. She was out of shape. Even so, she was winded getting on. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","winded",9.19,9.19,7.52,9.08,9.11,8.44,25
"272",68,271,"Judy hurried to catch the bus. She was in excellent shape. Even so, she was winded getting on. ","PLAUS_CONN","PLAUS_CONN","1","1","1","winded",8.07,8.25,6.68,7.95,8.15,7.14,25
"273",69,272,"The home team needed just one more point to win. The player made the free-throw in the last second. They won the game. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","won",5.95,5.98,3.31,5.95,5.98,3.31,29
"274",69,273,"The home team needed just one more point to win. The player missed the free-throw in the last second. They won the game. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","won",6.12,6.33,4.89,6.12,6.33,4.89,29
"275",69,274,"The home team needed just one more point to win. The player made the free-throw in the last second. Even so, they won the game. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","won",6.15,6.18,6.18,6.97,6.73,7.11,32
"276",69,275,"The home team needed just one more point to win. The player missed the free-throw in the last second. Even so, they won the game. ","PLAUS_CONN","PLAUS_CONN","1","1","1","won",5.18,5.96,5.29,5.35,5.93,5.59,32
"277",70,276,"The death row inmate appealed the verdict. There was new DNA evidence proving his innocence. He was freed after the proceedings. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","freed",7.36,6.4,3.85,7.36,6.4,3.85,25
"278",70,277,"The death row inmate appealed the verdict. There was no new evidence in the case. He was freed after the proceedings. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","freed",6.9,6.23,8.81,6.9,6.23,8.81,25
"279",70,278,"The death row inmate appealed the verdict. There was new DNA evidence proving his innocence. Even so, he was freed after the proceedings. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","freed",6.91,7.13,7.55,7.66,7.38,7.88,28
"280",70,279,"The death row inmate appealed the verdict. There was no new evidence in the case. Even so, he was freed after the proceedings. ","PLAUS_CONN","PLAUS_CONN","1","1","1","freed",6.68,6.84,7.55,7.31,6.58,8.02,28
"281",71,280,"The toddler's mother gave him some yogurt for a snack. He thought it tasted disgusting. He spat it out. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","spat",11.96,11.97,8.11,11.96,11.97,8.11,24
"282",71,281,"The toddler's mother gave him some yogurt for a snack. He thought it tasted delicious. He spat it out. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","spat",13.79,12.71,12.45,13.79,12.71,12.45,24
"283",71,282,"The toddler's mother gave him some yogurt for a snack. He thought it tasted disgusting. Even so, he spat it out. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","spat",13.13,11.53,12.09,14.38,13.06,13.38,27
"284",71,283,"The toddler's mother gave him some yogurt for a snack. He thought it tasted delicious. Even so, he spat it out. ","PLAUS_CONN","PLAUS_CONN","1","1","1","spat",13.26,12.3,11.22,13.93,13.16,11.11,27
"285",72,284,"Tomas slept soundly last night. He drank some coffee this morning. He was energetic at work. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","energetic",12.78,13.73,12.42,12.78,13.73,12.42,22
"286",72,285,"Tomas only slept for two hours last night. He had no time for coffee this morning. He was energetic at work. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","energetic",14.82,14.6,15.95,14.82,14.6,15.95,26
"287",72,286,"Tomas slept soundly last night. He drank some coffee this morning. Even so, he was energetic at work. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","energetic",13.43,12.99,12.6,14.27,15.29,13.45,25
"288",72,287,"Tomas only slept for two hours last night. He had no time for coffee this morning. Even so, he was energetic at work. ","PLAUS_CONN","PLAUS_CONN","1","1","1","energetic",12.9,12.76,12.76,12.3,13.49,12.81,29
"289",73,288,"Mary forgot to pack a winter coat for the trip to Chicago. Temperatures there dropped to around freezing. She was cold the whole time. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","cold",8.18,7.85,4.53,8.18,7.85,4.53,29
"290",73,289,"Mary packed her warmest winter coat for the trip to Chicago. Temperatures there were actually relatively mild. She was cold the whole time. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","cold",8.07,7.32,8.39,8.07,7.32,8.39,29
"291",73,290,"Mary forgot to pack a winter coat for the trip to Chicago. Temperatures there dropped to around freezing. Even so, she was cold the whole time. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","cold",9.35,9.3,5.51,9.82,10.22,7.57,32
"292",73,291,"Mary packed her warmest winter coat for the trip to Chicago. Temperatures there were actually relatively mild. Even so, she was cold the whole time. ","PLAUS_CONN","PLAUS_CONN","1","1","1","cold",7.68,8.33,5.35,7.06,8.32,6.08,32
"293",74,292,"Many people at Joanna's office had come down with colds. She was a bit congested after work on Tuesday. The next day she was feeling terrible and stayed home. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","terrible",8.43,8.68,7.63,8.43,8.68,7.63,37
"294",74,293,"Everyone at Joanna's office had finally gotten over their colds. Joanna was no longer congested after work on Tuesday. The next day she was feeling terrible and stayed home. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","terrible",9.47,8.59,10.37,9.47,8.59,10.37,38
"295",74,294,"Many people at Joanna's office had come down with colds. She was a bit congested after work on Tuesday. Even so, the next day she was feeling terrible and stayed home. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","terrible",9.59,9.04,8.61,12.09,10.45,10.36,40
"296",74,295,"Everyone at Joanna's office had finally gotten over their colds. Joanna was no longer congested after work on Tuesday. Even so, the next day she was feeling terrible and stayed home. ","PLAUS_CONN","PLAUS_CONN","1","1","1","terrible",8.48,9.4,6.97,8.19,10.11,6.33,41
"297",75,296,"A street performer was playing the violin. It was perfectly in tune and sounded beautiful. The people passing by tipped him nicely. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","tipped",13.98,14.44,16.55,13.98,14.44,16.55,26
"298",75,297,"A street performer was playing the violin. It was out of tune and sounded terrible. The people passing by tipped him nicely. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","tipped",13.28,14.66,15.47,13.28,14.66,15.47,26
"299",75,298,"A street performer was playing the violin. It was perfectly in tune and sounded beautiful. Even so, the people passing by tipped him nicely. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","tipped",14.1,15.17,16.85,13.32,14.95,16.89,29
"300",75,299,"A street performer was playing the violin. It was out of tune and sounded terrible. Even so, the people passing by tipped him nicely. ","PLAUS_CONN","PLAUS_CONN","1","1","1","tipped",13.48,14.91,15.78,12.93,14.4,16.3,29
"301",76,300,"Too much coffee made Karen shaky. She drank way too much this morning. She was jittery during the meeting. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","jittery",5.98,5.89,5.6,5.98,5.89,5.6,25
"302",76,301,"Karen usually felt sleepy if she skipped her morning coffee. She had none this morning. She was jittery during the meeting. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","jittery",5.86,6.19,6.59,5.86,6.19,6.59,28
"303",76,302,"Too much coffee made Karen shaky. She drank way too much this morning. Even so, she was jittery during the meeting. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","jittery",6.49,6.1,5.71,6.59,6.15,6.51,28
"304",76,303,"Karen usually felt sleepy if she skipped her morning coffee. She had none this morning. Even so, she was jittery during the meeting. ","PLAUS_CONN","PLAUS_CONN","1","1","1","jittery",6.16,6.12,6.55,6.15,6.1,6.88,31
"305",77,304,"Mark missed his bus. He had to walk to work. He was late for the meeting. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","late",7.73,7.9,3.38,7.73,7.9,3.38,20
"306",77,305,"Mark got up early. He planned for extra time to take the bus. He was late for the meeting. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","late",6.97,7.22,5.98,6.97,7.22,5.98,23
"307",77,306,"Mark missed his bus. He had to walk to work. Even so, he was late for the meeting. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","late",9.27,8.84,3.63,9.09,7.28,4.82,23
"308",77,307,"Mark got up early. He planned for extra time to take the bus. Even so, he was late for the meeting. ","PLAUS_CONN","PLAUS_CONN","1","1","1","late",6.57,7.65,3.16,4.9,5.32,3.98,26
"309",78,308,"John was applying for jobs. He was not qualified for any positions. He was unemployed for over a year. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","unemployed",6.01,5.63,5.36,6.01,5.63,5.36,23
"310",78,309,"John was applying for jobs. He was highly qualified for most positions. He was unemployed for over a year. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","unemployed",8.39,7.89,10.78,8.39,7.89,10.78,23
"311",78,310,"John was applying for jobs. He was not qualified for any positions. Even so, he was unemployed for over a year. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","unemployed",8.93,7.78,9.06,9.33,8.78,8.58,26
"312",78,311,"John was applying for jobs. He was highly qualified for most positions. Even so, he was unemployed for over a year. ","PLAUS_CONN","PLAUS_CONN","1","1","1","unemployed",6.92,8.58,8.06,7.06,6.66,7.42,26
"313",79,312,"Parker liked junk food. He was not into healthy eating. He frequently had french-fries for lunch. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","french-fries",8.27,8.63,6.29,8.27,8.63,6.29,24
"314",79,313,"Parker was on a diet. He was obsessed with eating healthy. He frequently had french-fries for lunch. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","french-fries",8.63,8.84,6.92,8.63,8.84,6.92,25
"315",79,314,"Parker liked junk food. He was not into healthy eating. Even so, he frequently had french-fries for lunch. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","french-fries",7.99,8.74,6.23,7.95,8.69,5.78,27
"316",79,315,"Parker was on a diet. He was obsessed with eating healthy. Even so, he frequently had french-fries for lunch. ","PLAUS_CONN","PLAUS_CONN","1","1","1","french-fries",8.74,8.97,7.18,8.75,9.21,6.91,28
"317",80,316,"Alice was careless with her wool sweater. She washed it in hot water in the machine. The sweater shrank a lot. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","shrank",7.88,7.78,7.15,7.88,7.78,7.15,26
"318",80,317,"Alice was very careful with her wool sweater. She took it to the dry cleaner. The sweater shrank a lot. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","shrank",8.08,7.81,7.78,8.08,7.81,7.78,25
"319",80,318,"Alice was careless with her wool sweater. She washed it in hot water in the machine. Even so, the sweater shrank a lot. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","shrank",7.91,8.17,6.89,7.86,7.87,7.21,29
"320",80,319,"Alice was very careful with her wool sweater. She took it to the dry cleaner. Even so, the sweater shrank a lot. ","PLAUS_CONN","PLAUS_CONN","1","1","1","shrank",7.98,8.14,7.04,7.94,7.75,7.61,28
"321",81,320,"Hannah was making steaks for dinner. She grilled them on high heat for over an hour. They were overcooked and tough. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","overcooked",7.73,7.32,7.45,7.73,7.32,7.45,28
"322",81,321,"Hannah was making steaks for dinner. She grilled them on medium heat for just a couple minutes. They were overcooked and tough. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","overcooked",7.55,7.72,8.01,7.55,7.72,8.01,29
"323",81,322,"Hannah was making steaks for dinner. She grilled them on high heat for over an hour. Even so, they were overcooked and tough. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","overcooked",7.19,7.25,6.42,6.92,6.37,6.09,31
"324",81,323,"Hannah was making steaks for dinner. She grilled them on medium heat for just a couple minutes. Even so, they were overcooked and tough. ","PLAUS_CONN","PLAUS_CONN","1","1","1","overcooked",6.82,7.41,7.13,6.35,6.13,6.69,32
"325",82,324,"Amanda went to the hairdresser. The stylists did a great job. She looked beautiful leaving the shop. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","beautiful",4.44,5.93,3.25,4.44,5.93,3.25,26
"326",82,325,"Amanda went to the hairdresser. The stylist made a terrible mistake. She looked beautiful leaving the shop. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","beautiful",9.94,8.98,8.88,9.94,8.98,8.88,26
"327",82,326,"Amanda went to the hairdresser. The stylists did a great job. Even so, she looked beautiful leaving the shop. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","beautiful",5.54,6.57,6.58,7.95,9.68,7.93,29
"328",82,327,"Amanda went to the hairdresser. The stylist made a terrible mistake. Even so, she looked beautiful leaving the shop. ","PLAUS_CONN","PLAUS_CONN","1","1","1","beautiful",5.8,7.94,5.82,6.7,7.27,7.61,29
"329",83,328,"Marie was having a cocktail party. She cleaned and polished the house all day. The house looked great during the party. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","great",4.55,5.12,2.99,4.55,5.12,2.99,25
"330",83,329,"Marie was having a cocktail party. She was too busy to clean the house beforehand. The house looked great during the party. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","great",7.9,7.19,4.74,7.9,7.19,4.74,26
"331",83,330,"Marie was having a cocktail party. She cleaned and polished the house all day. Even so, the house looked great during the party. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","great",6.42,5.79,7.8,7.76,8.47,6.88,28
"332",83,331,"Marie was having a cocktail party. She was too busy to clean the house beforehand. Even so, the house looked great during the party. ","PLAUS_CONN","PLAUS_CONN","1","1","1","great",7.25,7.06,5.77,6.97,7.77,4.79,29
"333",84,332,"John sent a research paper to a journal. The reviewers gave back very nice reviews. The paper was accepted for publication. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","accepted",3.53,5.15,1.14,3.53,5.15,1.14,25
"334",84,333,"John sent a research paper to a journal. The reviewers gave back negative reviews. The paper was accepted for publication. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","accepted",3.29,4.36,3.88,3.29,4.36,3.88,24
"335",84,334,"John sent a research paper to a journal. The reviewers gave back very nice reviews. Even so, the paper was accepted for publication. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","accepted",5.28,6.57,3.93,7.14,8.07,5.08,28
"336",84,335,"John sent a research paper to a journal. The reviewers gave back negative reviews. Even so, the paper was accepted for publication. ","PLAUS_CONN","PLAUS_CONN","1","1","1","accepted",2.27,5,1.08,2.56,4.04,1.55,27
"337",85,336,"John had a very unexciting vacation. He stayed home with his parents for a whole week. He was bored everyday. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","bored",9.24,9.8,5.02,9.24,9.8,5.02,26
"338",85,337,"John had a very busy vacation. He went to a lot of fun places with his friends. He was bored everyday. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","bored",9.52,9.8,9.29,9.52,9.8,9.29,25
"339",85,338,"John had a very unexciting vacation. He stayed home with his parents for a whole week. Even so, he was bored everyday. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","bored",9.2,10.62,6.19,9.6,9.32,6.74,29
"340",85,339,"John had a very busy vacation. He went to a lot of fun places with his friends. Even so, he was bored everyday. ","PLAUS_CONN","PLAUS_CONN","1","1","1","bored",8.52,9.35,8.59,8.27,7.71,8.11,28
"341",86,340,"John had stopped for coffee at the cafe. He ordered it with extra sugar and cream. It tasted very sweet to him. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","sweet",4.03,4.3,2.75,4.03,4.3,2.75,26
"342",86,341,"John had stopped for coffee at the cafe. He ordered it black with no milk or sugar. It tasted very sweet to him. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","sweet",4.55,4.59,3.68,4.55,4.59,3.68,27
"343",86,342,"John had stopped for coffee at the cafe. He ordered it with extra sugar and cream. Even so, it tasted very sweet to him. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","sweet",4.46,4.84,1.57,4.25,5.41,2.22,29
"344",86,343,"John had stopped for coffee at the cafe. He ordered it black with no milk or sugar. Even so, it tasted very sweet to him. ","PLAUS_CONN","PLAUS_CONN","1","1","1","sweet",4.86,5.1,2.95,4.22,4.76,4.42,30
"345",87,344,"The man was trying to swim across the wide river. The water was deep and rough. He was drowned before getting across. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","drowned",9.33,11.33,12.31,9.33,11.33,12.31,26
"346",87,345,"The man was trying to wade across the small river. The water was shallow and still. He was drowned before getting across. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","drowned",11.04,12.81,13.05,11.04,12.81,13.05,27
"347",87,346,"The man was trying to swim across the wide river. The water was deep and rough. Even so, he was drowned before getting across. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","drowned",12.3,11.57,12.56,12.93,13.47,13.06,29
"348",87,347,"The man was trying to wade across the small river. The water was shallow and still. Even so, he was drowned before getting across. ","PLAUS_CONN","PLAUS_CONN","1","1","1","drowned",11.81,12.23,10.75,11.52,13.3,11.72,30
"349",88,348,"Sarah needed a new pair of glasses. Her eye doctor gave her a new prescription. The new glasses made everything look clearer than before. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","clearer",7.32,9.93,4.85,7.32,9.93,4.85,28
"350",88,349,"Sarah needed a new pair of glasses. Her eye doctor gave her the wrong prescription. The new glasses made everything look clearer than before. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","clearer",8.29,10.07,8.77,8.29,10.07,8.77,28
"351",88,350,"Sarah needed a new pair of glasses. Her eye doctor gave her a new prescription. Even so, the new glasses made everything look clearer than before. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","clearer",8.77,10.69,10.56,9.75,10.57,10.31,31
"352",88,351,"Sarah needed a new pair of glasses. Her eye doctor gave her the wrong prescription. Even so, the new glasses made everything look clearer than before. ","PLAUS_CONN","PLAUS_CONN","1","1","1","clearer",7.91,10.69,6.34,7.54,9.63,5.83,31
"353",89,352,"Susan went for a long run. She got really hot and sweaty. When she got home she took a shower in the bathroom. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","shower",1.96,2.64,0.79,1.96,2.64,0.79,27
"354",89,353,"Susan went to the spa. She felt clean and relaxed afterwards. When she got home she took a shower in the bathroom. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","shower",2.31,2.64,0.87,2.31,2.64,0.87,26
"355",89,354,"Susan went for a long run. She got really hot and sweaty. Even so, when she got home She took a shower in the bathroom. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","shower",2.34,3.37,1.16,2.56,3.42,1.16,30
"356",89,355,"Susan went to the spa. She felt clean and relaxed afterwards. Even so, when she got home she took a shower in the bathroom. ","PLAUS_CONN","PLAUS_CONN","1","1","1","shower",2.54,3.01,0.77,2.48,2.63,0.72,29
"357",90,356,"David liked to show off for his friends. He was loud and rude to the teacher. He got detention with the principal. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","detention",15.87,17.72,7.4,15.87,17.72,7.4,26
"358",90,357,"David liked to kiss up to his teachers. He was perfectly well behaved in class. He got detention with the principal. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","detention",17.1,18,7.82,17.1,18,7.82,25
"359",90,358,"David liked to show off for his friends. He was loud and rude to the teacher. Even so, he got detention with the principal. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","detention",16.27,17.98,8.55,18.02,17.8,10.01,29
"360",90,359,"David liked to kiss up to his teachers. He was perfectly well behaved in class. Even so, he got detention with the principal. ","PLAUS_CONN","PLAUS_CONN","1","1","1","detention",16.25,18.12,8.19,16.68,18.09,10.17,28
"361",91,360,"The defendant pleaded innocent. The jury decided in his favor. He was freed the next day. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","freed",8.61,8.23,8.64,8.61,8.23,8.64,20
"362",91,361,"The defendant pleaded innocent. The jury found him guilty. He was freed the next day. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","freed",9.23,8.22,14.84,9.23,8.22,14.84,19
"363",91,362,"The defendant pleaded innocent. The jury decided in his favor. Even so, he was freed the next day. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","freed",8.81,8.77,10.07,10.03,8.82,10.18,23
"364",91,363,"The defendant pleaded innocent. The jury found him guilty. Even so, he was freed the next day. ","PLAUS_CONN","PLAUS_CONN","1","1","1","freed",8.13,8.41,10.81,8.97,7.94,11.07,22
"365",92,364,"The magician was performing tricks. He made a rabbit disappear. Everyone was delighted by the performance. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","delighted",9.07,9.49,6.39,9.07,9.49,6.39,20
"366",92,365,"The magician was performing tricks. He messed up the rabbit trick. Everyone was delighted by the performance. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","delighted",9.06,10.05,7.71,9.06,10.05,7.71,21
"367",92,366,"The magician was performing tricks. He made a rabbit disappear. Even so, everyone was delighted by the performance. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","delighted",8.27,8.53,7.95,8.98,9.99,9.47,23
"368",92,367,"The magician was performing tricks. He messed up the rabbit trick. Even so, everyone was delighted by the performance. ","PLAUS_CONN","PLAUS_CONN","1","1","1","delighted",7.49,8.5,6.62,7.87,9.27,7.48,24
"369",93,368,"Joey was forbidden to watch violent shows. He watched a shoot-em-up. He was disciplined by his parents. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","disciplined",9.97,10.43,12.02,9.97,10.43,12.02,26
"370",93,369,"Joey was forbidden to watch violent shows. He watched Wheel of Fortune. He was disciplined by his parents. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","disciplined",11.31,11.4,11.02,11.31,11.4,11.02,23
"371",93,370,"Joey was forbidden to watch violent shows. He watched a shoot-em-up. Even so, he was disciplined by his parents. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","disciplined",10.72,10.91,14.66,11.19,9.78,13.12,29
"372",93,371,"Joey was forbidden to watch violent shows. He watched Wheel of Fortune. Even so, he was disciplined by his parents. ","PLAUS_CONN","PLAUS_CONN","1","1","1","disciplined",11.58,11.73,13.62,12.02,10.98,12.41,26
"373",94,372,"Jill had very fair skin. She forgot sunscreen at the beach. She had a sunburn on Monday. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","sunburn",7.62,7.03,5.95,7.62,7.03,5.95,23
"374",94,373,"Jill's skin always tanned well. She put on sunscreen at the beach. She had a sunburn on Monday. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","sunburn",6.62,6.77,6.69,6.62,6.77,6.69,26
"375",94,374,"Jill had very fair skin. She forgot sunscreen at the beach. Even so, she had a sunburn on Monday. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","sunburn",7.01,7.06,5.72,6.84,6.77,5.9,26
"376",94,375,"Jill's skin always tanned well. She put on sunscreen at the beach. Even so, she had a sunburn on Monday. ","PLAUS_CONN","PLAUS_CONN","1","1","1","sunburn",6.52,7.07,5.81,6.06,6.93,5.77,29
"377",95,376,"The soldier was shot in the chest. There was no surgeon nearby. He was dead minutes later. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","dead",6.41,6.16,4.73,6.41,6.16,4.73,21
"378",95,377,"The soldier had a minor injury on his hand. He was immediately sent to an expert surgeon. He was dead minutes later. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","dead",13.56,12.66,10.77,13.56,12.66,10.77,26
"379",95,378,"The soldier was shot in the chest. There was no surgeon nearby. Even so, he was dead minutes later. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","dead",6.31,6.44,3.96,7.83,7.24,7.3,24
"380",95,379,"The soldier had a minor injury on his hand. He was immediately sent to an expert surgeon. Even so, he was dead minutes later. ","PLAUS_CONN","PLAUS_CONN","1","1","1","dead",11.47,11.4,8.5,11.21,10.82,8.09,29
"381",96,380,"Angela called up her father on her cell phone. She had lousy reception. Her father's voice came through unclear and indistinct. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","unclear",16.15,18.74,10.56,16.15,18.74,10.56,28
"382",96,381,"Angela called up her father on her cell phone. She had great reception. Her father's voice came through unclear and indistinct. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","unclear",18.09,20.43,14.38,18.09,20.43,14.38,28
